Job num,Machine num,Seed,Lambda,objective value,lower bound,total time,initial ban num,total ban num,total iter num
30,2,10,1.15,2,2,0.075,0,0,1
30,2,20,1.15,2,2,0.071,0,0,1
30,2,30,1.15,2,2,0.071,0,0,1
30,2,40,1.15,2,2,0.088,0,0,1
30,2,50,1.15,2,2,0.064,0,0,1
30,2,60,1.15,2,2,0.072,0,0,1
30,2,70,1.15,2,2,0.069,0,0,1
30,2,80,1.15,2,2,0.071,0,0,1
30,2,90,1.15,2,2,0.048,0,0,1
30,2,100,1.15,2,2,0.082,0,0,1
30,3,10,1.15,1,1,0.075,0,0,1
30,3,20,1.15,1,1,0.073,0,0,1
30,3,30,1.15,1,1,0.074,0,0,1
30,3,40,1.15,1,1,0.078,0,0,1
30,3,50,1.15,2,2,0.095,0,0,1
30,3,60,1.15,2,2,0.077,0,0,1
30,3,70,1.15,1,1,0.059,0,0,1
30,3,80,1.15,1,1,0.061,0,0,1
30,3,90,1.15,1,1,0.062,0,0,1
30,3,100,1.15,1,1,0.092,0,0,1
30,4,10,1.15,0,0,0.062,0,0,1
30,4,20,1.15,0,0,0.062,0,0,1
30,4,30,1.15,0,0,0.06,0,0,1
30,4,40,1.15,0,0,0.072,0,0,1
30,4,50,1.15,0,0,0.062,0,0,1
30,4,60,1.15,0,0,0.062,0,0,1
30,4,70,1.15,0,0,0.063,0,0,1
30,4,80,1.15,0,0,0.062,0,0,1
30,4,90,1.15,0,0,0.061,0,0,1
30,4,100,1.15,1,1,0.061,1,1,1
30,5,10,1.15,0,0,0.062,1,1,1
30,5,20,1.15,0,0,0.06,1,1,1
30,5,30,1.15,0,0,0.062,0,0,1
30,5,40,1.15,0,0,0.061,1,1,1
30,5,50,1.15,0,0,0.063,1,1,1
30,5,60,1.15,0,0,0.061,1,1,1
30,5,70,1.15,0,0,0.062,0,0,1
30,5,80,1.15,0,0,0.061,0,0,1
30,5,90,1.15,0,0,0.063,1,1,1
30,5,100,1.15,0,0,0.061,1,1,1
40,2,10,1.15,4,4,0.472,0,0,1
40,2,20,1.15,4,4,0.481,0,0,1
40,2,30,1.15,4,4,0.47,0,0,1
40,2,40,1.15,4,4,0.506,0,0,1
40,2,50,1.15,4,4,0.406,0,0,1
40,2,60,1.15,4,4,0.433,0,0,1
40,2,70,1.15,4,4,0.483,0,0,1
40,2,80,1.15,4,4,0.488,0,0,1
40,2,90,1.15,4,4,0.462,0,0,1
40,2,100,1.15,4,4,0.455,0,0,1
40,3,10,1.15,3,3,0.39,0,0,1
40,3,20,1.15,3,3,0.386,0,0,1
40,3,30,1.15,3,3,0.382,0,0,1
40,3,40,1.15,3,3,0.367,0,0,1
40,3,50,1.15,3,3,0.405,0,0,1
40,3,60,1.15,3,3,0.424,0,0,1
40,3,70,1.15,3,3,0.393,0,0,1
40,3,80,1.15,3,3,0.356,0,0,1
40,3,90,1.15,3,3,0.388,0,0,1
40,3,100,1.15,3,3,0.412,0,0,1
40,4,10,1.15,2,2,0.309,0,0,1
40,4,20,1.15,2,2,0.339,0,0,1
40,4,30,1.15,2,2,0.312,0,0,1
40,4,40,1.15,2,2,0.282,0,0,1
40,4,50,1.15,2,2,0.293,0,0,1
40,4,60,1.15,2,2,0.297,0,0,1
40,4,70,1.15,2,2,0.341,0,0,1
40,4,80,1.15,2,2,0.345,0,0,1
40,4,90,1.15,2,2,0.28,0,0,1
40,4,100,1.15,2,2,0.342,0,0,1
40,5,10,1.15,2,2,0.217,0,2,1
40,5,20,1.15,1,1,0.242,0,0,1
40,5,30,1.15,2,2,0.562,0,2,2
40,5,40,1.15,1,1,0.248,0,0,1
40,5,50,1.15,2,2,2.079,0,2,3
40,5,60,1.15,1,1,0.206,0,0,1
40,5,70,1.15,1,1,0.247,0,0,1
40,5,80,1.15,2,2,0.219,0,1,1
40,5,90,1.15,2,2,2.068,0,3,4
40,5,100,1.15,1,1,0.237,0,0,1
50,2,10,1.15,5,5,1.163,0,0,1
50,2,20,1.15,5,5,1.061,0,0,1
50,2,30,1.15,5,5,1.443,0,0,1
50,2,40,1.15,5,5,1.218,0,0,1
50,2,50,1.15,5,5,1.074,0,0,1
50,2,60,1.15,5,5,1.289,0,0,1
50,2,70,1.15,5,5,1.281,0,0,1
50,2,80,1.15,5,5,1.199,0,0,1
50,2,90,1.15,5,5,1.043,0,0,1
50,2,100,1.15,5,5,1.188,0,0,1
50,3,10,1.15,4,4,0.817,0,0,1
50,3,20,1.15,4,4,0.933,0,0,1
50,3,30,1.15,4,4,1.22,0,0,1
50,3,40,1.15,4,4,0.83,0,0,1
50,3,50,1.15,4,4,0.768,0,0,1
50,3,60,1.15,4,4,1.011,0,0,1
50,3,70,1.15,4,4,1.07,0,0,1
50,3,80,1.15,4,4,1.011,0,0,1
50,3,90,1.15,4,4,0.849,0,0,1
50,3,100,1.15,4,4,0.792,0,0,1
50,4,10,1.15,3,3,0.787,0,0,1
50,4,20,1.15,3,3,0.703,0,0,1
50,4,30,1.15,3,3,0.849,0,0,1
50,4,40,1.15,3,3,0.759,0,0,1
50,4,50,1.15,3,3,0.795,0,0,1
50,4,60,1.15,3,3,0.716,0,0,1
50,4,70,1.15,3,3,0.849,0,0,1
50,4,80,1.15,3,3,0.87,0,0,1
50,4,90,1.15,3,3,0.778,0,0,1
50,4,100,1.15,3,3,0.714,0,0,1
50,5,10,1.15,2,2,0.491,0,0,1
50,5,20,1.15,2,2,0.666,0,0,1
50,5,30,1.15,2,2,0.702,0,0,1
50,5,40,1.15,2,2,0.631,0,0,1
50,5,50,1.15,2,2,0.539,0,0,1
50,5,60,1.15,2,2,0.579,0,0,1
50,5,70,1.15,2,2,0.747,0,0,1
50,5,80,1.15,2,2,0.625,0,0,1
50,5,90,1.15,3,3,0.536,0,1,1
50,5,100,1.15,3,3,0.742,0,1,2
60,2,10,1.15,6,6,3.224,0,0,1
60,2,20,1.15,6,6,3.174,0,0,1
60,2,30,1.15,6,6,3.704,0,0,1
60,2,40,1.15,6,6,3.237,0,0,1
60,2,50,1.15,6,6,2.685,0,0,1
60,2,60,1.15,6,6,3.333,0,0,1
60,2,70,1.15,6,6,3.624,0,0,1
60,2,80,1.15,6,6,3.06,0,0,1
60,2,90,1.15,6,6,3.397,0,0,1
60,2,100,1.15,6,6,3.194,0,0,1
60,3,10,1.15,5,5,2.772,0,0,1
60,3,20,1.15,5,5,2.461,0,0,1
60,3,30,1.15,5,5,2.887,0,0,1
60,3,40,1.15,5,5,2.172,0,0,1
60,3,50,1.15,5,5,1.874,0,0,1
60,3,60,1.15,5,5,1.958,0,0,1
60,3,70,1.15,5,5,2.829,0,0,1
60,3,80,1.15,5,5,2.213,0,0,1
60,3,90,1.15,5,5,2.909,0,0,1
60,3,100,1.15,5,5,2.816,0,0,1
60,4,10,1.15,4,4,1.621,0,0,1
60,4,20,1.15,4,4,1.737,0,0,1
60,4,30,1.15,4,4,2.019,0,0,1
60,4,40,1.15,4,4,2.338,0,0,1
60,4,50,1.15,4,4,2.522,0,0,1
60,4,60,1.15,4,4,2.626,0,0,1
60,4,70,1.15,4,4,2.866,0,0,1
60,4,80,1.15,4,4,2.681,0,0,1
60,4,90,1.15,4,4,2.612,0,0,1
60,4,100,1.15,4,4,2.538,0,0,1
60,5,10,1.15,3,3,1.878,0,0,1
60,5,20,1.15,3,3,2.493,0,0,1
60,5,30,1.15,3,3,2.265,0,0,1
60,5,40,1.15,3,3,2.085,0,0,1
60,5,50,1.15,3,3,1.788,0,0,1
60,5,60,1.15,3,3,2.012,0,0,1
60,5,70,1.15,3,3,2.479,0,0,1
60,5,80,1.15,3,3,2.259,0,0,1
60,5,90,1.15,3,3,2.009,0,0,1
60,5,100,1.15,3,3,2.097,0,0,1
70,2,10,1.15,7,7,12.967,0,0,1
70,2,20,1.15,7,7,12.205,0,0,1
70,2,30,1.15,7,7,12.992,0,0,1
70,2,40,1.15,7,7,11.515,0,0,1
70,2,50,1.15,7,7,11.663,0,0,1
70,2,60,1.15,7,7,195.994,0,0,2
70,2,70,1.15,7,7,13.777,0,0,1
70,2,80,1.15,7,7,10.93,0,0,1
70,2,90,1.15,7,7,11.57,0,0,1
70,2,100,1.15,7,7,11.037,0,0,1
70,3,10,1.15,6,6,14.673,0,0,1
70,3,20,1.15,6,6,14.185,0,0,1
70,3,30,1.15,6,6,17.216,0,0,1
70,3,40,1.15,6,6,9.342,0,0,1
70,3,50,1.15,6,6,7.75,0,0,1
70,3,60,1.15,6,6,16.158,0,0,1
70,3,70,1.15,6,6,15.833,0,0,1
70,3,80,1.15,6,6,9.05,0,0,1
70,3,90,1.15,6,6,9.286,0,0,1
70,3,100,1.15,6,6,13.735,0,0,1
70,4,10,1.15,5,5,5.949,0,0,1
70,4,20,1.15,5,5,5.78,0,0,1
70,4,30,1.15,5,5,6.949,0,0,1
70,4,40,1.15,5,5,5.82,0,0,1
70,4,50,1.15,6,6,553.344,0,0,5
70,4,60,1.15,5,5,6.066,0,0,1
70,4,70,1.15,5,5,7.825,0,0,1
70,4,80,1.15,5,5,5.85,0,0,1
70,4,90,1.15,5,5,5.067,0,0,1
70,4,100,1.15,5,5,5.943,0,0,1
70,5,10,1.15,4,4,4.043,0,0,1
70,5,20,1.15,4,4,3.881,0,0,1
70,5,30,1.15,4,4,4.266,0,0,1
70,5,40,1.15,4,4,4.12,0,0,1
70,5,50,1.15,4,4,3.485,0,0,1
70,5,60,1.15,4,4,4.178,0,0,1
70,5,70,1.15,4,4,4.342,0,0,1
70,5,80,1.15,4,4,3.673,0,0,1
70,5,90,1.15,4,4,3.853,0,0,1
70,5,100,1.15,4,4,4.021,0,0,1
80,2,10,1.15,9,9,57.781,0,0,1
80,2,20,1.15,9,9,268.776,0,0,2
80,2,30,1.15,9,9,66.018,0,0,1
80,2,40,1.15,9,9,60.278,0,0,1
80,2,50,1.15,9,9,258.008,0,0,2
80,2,60,1.15,9,9,282.835,0,0,2
80,2,70,1.15,9,9,233.645,0,0,2
80,2,80,1.15,9,9,38.735,0,0,1
80,2,90,1.15,9,9,41.377,0,0,1
80,2,100,1.15,9,9,39.001,0,0,1
80,3,10,1.15,8,8,157.498,0,0,1
80,3,20,1.15,8,8,58.174,0,0,1
80,3,30,1.15,8,8,30.979,0,0,1
80,3,40,1.15,8,8,45.076,0,0,1
80,3,50,1.15,8,8,30.715,0,0,1
80,3,60,1.15,8,8,41.733,0,0,1
80,3,70,1.15,8,8,48.188,0,0,1
80,3,80,1.15,8,8,38.805,0,0,1
80,3,90,1.15,8,8,42.123,0,0,1
80,3,100,1.15,8,8,37.823,0,0,1
80,4,10,1.15,7,7,27.296,0,0,1
80,4,20,1.15,7,7,25.247,0,0,1
80,4,30,1.15,7,7,25.97,0,0,1
80,4,40,1.15,7,7,21.259,0,0,1
80,4,50,1.15,7,7,12.031,0,0,1
80,4,60,1.15,7,7,27.781,0,0,1
80,4,70,1.15,7,7,20.217,0,0,1
80,4,80,1.15,7,7,13.535,0,0,1
80,4,90,1.15,7,7,36.039,0,0,1
80,4,100,1.15,7,7,23.94,0,0,1
80,5,10,1.15,6,6,9.377,0,0,1
80,5,20,1.15,6,6,12.634,0,0,1
80,5,30,1.15,6,6,13.091,0,0,1
80,5,40,1.15,6,6,11.197,0,0,1
80,5,50,1.15,6,6,12.334,0,0,1
80,5,60,1.15,6,6,13.65,0,0,1
80,5,70,1.15,6,6,12.994,0,0,1
80,5,80,1.15,6,6,10.473,0,0,1
80,5,90,1.15,6,6,10.297,0,0,1
80,5,100,1.15,6,6,11.362,0,0,1
